,a,b,c,d,e,f,cite
463,2002,55,[PDF][PDF] Is there a Role for the “Hoi-Polloi” in Planning and Planning History? Thoughts on Class and Planning at the Turn of a New Century,"A Wiese - Journal of Planning History, 2002 - journals.sagepub.com","… Given the extremity of Camden's economic collapse, any effort to rein- vigorate the city
might appear heroic. There is also no doubt that beautiful public places enhance the quality
of urban life and that jobs are the well- spring of urban vitality … 
",  Cited by 1 Related articles  ,1
1662,2012,240,The Constructs of Coexistence: Visualizing Contemporary Saint-Louisien Identity Among the Architectures of a Colonial Past,I Lindy - 2012 - digitalcollections.sit.edu,"Page 1. SIT Graduate Institute/SIT Study Abroad SIT Digital Collections Independent Study Project
(ISP) Collection SIT Study Abroad Fall 2012 The Constructs of Coexistence: Visualizing
Contemporary Saint-Louisien Identity Among the Architectures of a Colonial Past … 
",  Cited by 1 Related articles All 2 versions  View as HTML ,1
1554,2012,239,New ways to think about conflict resolution for more harmonious strata living,"R Leshinsky, C Mouat - Planning News, 2012 - search.informit.com.au","… Victorians, and Australians, need alternative dispute resolution strategies for strata conflict
resolution to be modeled, debated, enacted, and practiced as part of social learning and urban
vitality. Current dispute resolution and the Owners Corporation Act 2006 … 
",  Cited by 1 Related articles All 3 versions  ,1
3252,2018,367,The Role of Spatial Networks in the Historic Urban Landscape: Learning from Venice in the Fifteenth and Sixteenth Centuries,"S Psarra - The Historic Environment: Policy & Practice, 2018 - Taylor & Francis","… Ever since Jane Jacobs22 wrote her attack on modernist city plans, architects, planners
and urban designers have been searching alternative models for urban vitality through
the notion of some evolution or process. Confrontational … 
",  Cited by 1 Related articles  ,1
3253,2018,367,Producing Publicness: Investigating the Dialectics of Unintended Consequences in Urban Design-Practices in Stockholm and Malmö,E KARIMNIA - 2018 - diva-portal.org,"Page 1. Producing Publicness Investigating the Dialectics of Unintended
Consequences in Urban Design - Practices in Stockholm and Malmö ELAHE
KARIMNIA Doctoral Thesis in Planning and Decision Analysis Stockholm … 
",  Cited by 1 Related articles All 3 versions  View as HTML ,1
1375,2011,169,The application and research of rural landscape element in environmental design of small towns,"QQ Liu, L Yuan - Advanced Materials Research, 2011 - Trans Tech Publ","… This is a modernization process of the local landscape elements in order to meet contemporary
community needs. Street Street is a symbol of breath of life and urban vitality. With the ""street""
rather than ""road"", because, compared with the road the street has more meaning … 
",  Cited by 1 Related articles All 3 versions  ,1
422,2001,47,Suburban revisions: Redesigning suburban strip malls,GJ Dimitriou - 2001 - dspace.mit.edu,"Page 1. Suburban Revisions: Redesigning Suburban Strip Malls by George John Dimitriou
Bachelor of Architecture Virginia Tech, 1996 SUBMITTED TO THE DEPARTMENT OF
ARCHITECTURE IN PARTIAL FULFILLMENT OF THE REQUIREMENTS FOR THE DEGREE … 
",  Cited by 1 Related articles All 2 versions  View as HTML ,1
1374,2011,169,[PDF][PDF] Envisaging an urban development template for the Adelaide-Gawler rail transit corridor,"A Allan - State of Australian Cities National Conference, 2011 - soac.fbe.unsw.edu.au","… communities. A completed Adelaide-Gawler TC will add urban much needed urban
vitality and may help to address northern Adelaide's burden of social stigma and lack
of integration with the rest of metropolitan Adelaide. Page 12 … 
",  Cited by 1 Related articles All 5 versions  View as HTML ,1
433,2001,48,The faint echoes of German discourse in Israel,"Y Weiss - Partisan Review, 2001 - search.proquest.com","… How can such a site be integrated into the city's vigorous life? How much urban vitality
and tumult will be allowed within it, and how will it be possible to prevent defacement
and Nazi graffiti which will create the opposite effect … 
",  Cited by 1 Related articles  ,1
3462,2018,364,"[PDF][PDF] Promotion Incentive, Infrastructure Construction, and Industrial Land Expansion in China",J Wu - 2018 - researchgate.net,"Page 1. Accepted Manuscript Residential Landscapes in Suburban China from the Perspective
of Growth Coalitions: Evidence from Beijing Jiayu Wu, Yuxiang Wu, Wei Yu, Jian Lin, Qingsong
He PII: S0959-6526(19)30836-4 DOI: 10.1016/j.jclepro.2019.03.145 … 
",  Cited by 1 Related articles  View as HTML ,1
1373,2011,169,Master Plan of Luzhi Town [J],"J Lingde - Planners, 2011 - en.cnki.com.cn","… City[J];Arid Land Geography;2010-01. 8, Mao Liqing;Central District Planning that
Regenerates Urban Vitality——Taking Gera of Germany as an Example[J];Planners;
2007-05. 9, Xu Yuhui,Zhang Chengliang;On Construction … 
",  Cited by 1 Related articles  Cached ,1
3126,2017,369,[PDF][PDF] Encounter and its configurational logic: Understanding spatiotemporal co-presence with road network and social media check-in data,"Y Shen, K Karimi, S Law - Proceedings-11th International Space …, 2017 - 11ssslisbon.pt","… 111.3 Physical co-presence, face-to-face encounters, in particular, reflects urban vitality in public
space and its publicness (Mitchell 1995). In configurational studies, co-presence is a fundamental
concept binding spatial connectivity to urban movement (Peponis et al … 
",  Cited by 1 Related articles All 3 versions  View as HTML ,1
1182,2010,156,From nodes to centralities: Creating new pedestrian urban vitality under the background of upcoming public transportation systems,T Yang - 2010 - resolver.tudelft.nl,"Two new rapid public transportations systems is coming out in the city of Hefei, the capital city of Anhui, eastern China, which is in its dramatically urban exploding process. Based on the TOD theory and urban configuration theory for researching on natural movement. This …",  Cited by 1 Related articles All 3 versions  Cached ,1
836,2007,146,"[PDF][PDF] Urban vitality, culture and the public realm","P McGuirk, R Dowling, CR Gibson, K Iveson, K Mee - 2007 - ro.uow.edu.au","The urban public realm is critical to creating and maintaining vital and inclusive cities. There has been a welcome acknowledgement of the importance of the urban public realm in Australian urban policy, with increasing amounts of energy and resources devoted to its …",  Cited by 1 Related articles All 2 versions  ,1
414,2001,47,[PDF][PDF] Evaluating the option of compact development as a sustainable urban form for the growth of Dhaka,SS Imon - 2001 - researchgate.net,"Page 1. Title Evaluating the option of compact development as a sustainable urban form for the
growth of Dhaka Author(s) Imon, Sharif Shams Citation Issue Date 2001 URL http://hdl.handle.
net/10722/31503 Rights unrestricted Page 2. Chapter 1 INTRODUCTION Page 3. 2 … 
",  Cited by 1 Related articles All 4 versions  View as HTML ,1
554,2003,73,"[PDF][PDF] Shades of green, the emerald ocean: an artist's reflection on regional community art practice",AM Slater - 2003 - summit.sfu.ca,"Page 1. shades of greenithe emerald ocean: an artist's reflection on regional community art
practice by Anne Marie Slater BFA Emily Carr Institute of Art & Design, 1997 Thesis Submitted
in Partial Fulfillment of the Requirements for the Degree of Masters of Arts in the Faculty of … 
",  Cited by 1 Related articles All 3 versions  ,1
1268,2010,154,[PDF][PDF] Creative cities as built places of the knowledge society,"AL Müller - 8th International Conference of the Triple …, 2010 - pdfs.semanticscholar.org","… Bianchini, Franco, and Charles Landry. 1994. Creative City: Defining Indicators for the Creative
City - A Methodology for Assessing Urban Vitality and Viability Working Paper 3 . Comedia
www.institutumeni.cz/res/data/004/000568.pdf. Carta, Maurizio. 2007. Creative City … 
",  Cited by 1 Related articles All 5 versions  View as HTML ,1
683,2005,83,The Changing Regulatory Template,"TS SZOLD - Regulating Place: Standards and the Shaping of …, 2005 - books.google.com","… the environmental constituency remains a robust and potent political force, private prop- erty
interests will periodically prevail in pushing back and occasionally reforming the hegemony of
single-purpose rules that pit environmental quality against economic or urban vitality … 
",  Cited by 1 Related articles All 2 versions  ,1
3165,2017,369,[PDF][PDF] Shared Space in Today's World: Quantifying and Classifying the Range in Design,P Sorenson - 2017 - opencommons.uconn.edu,"Page 1. University of Connecticut DigitalCommons@UConn Master's Theses University
of Connecticut Graduate School 5-6-2017 Shared Space in Today's World: Quantifying
and Classifying the Range in Design Parker Sorenson … 
",  Cited by 1 Related articles All 3 versions  ,1
1296,2010,154,"[PDF][PDF] Geddes' Grand Theory: Life, Evolution, Social Union and the 'Great Transition'","S Marshall, M Batty - CASA working paper, 2010 - ucl.ac.uk","… Running through almost all of Geddes' projects and undertakings is his interest in 'life' in
its various aspects – from the biological science of life to the pragmatic daily business of
'everyday life', social life and urban 'vitality'. Towards the end of his life … 
",  Cited by 1 Related articles All 3 versions  View as HTML ,1
3171,2017,368,[PDF][PDF] Shooting Stars and Dancing Fish: A Walk to the World We Want,T Oposa - 2017 - digitalcommons.pace.edu,"… URBAN LIVING City With No Traffic - Amsterdam, The Netherlands Redesigning the
City for People Green Roofs RESTORING URBAN VITALITY Car-free Day - Bogotá,
Colombia Paris, France Smart Villages - Malaysia No to Food Waste … 
",  Cited by 1 Related articles All 4 versions  ,1
1278,2010,155,Floor plan types,"G Pfeifer, P Brauneck - Freestanding Houses, 2010 - Springer","Page 1. 18 Floor plan types The basis of this typology is a communal staircase
providing access to one or more apartments per floor. The arrangement of the floor
plan is inde- pendent of the orientation of the building. Depending … 
",  Cited by 1 Related articles All 2 versions  ,1
1523,2012,235,[PDF][PDF] Urban Dialysis:[re] invigorating urban vitality using adhocism,ML Chow - 2012 - curve.carleton.ca,The changes in the ecology of the urban fabric within cities-without careful application in maintaining or promoting vibrant and livable neighbourhoods-can lead to a notable decrease of the quality of life in communities. Two of the primary problems of providing …,  Cited by 1 Related articles  View as HTML ,1
666,2005,83,[PDF][PDF] Donnybrook Quarter,P Barber - 2005 - westminsterresearch.westminster.ac …,"… Furthermore, in an attempt to ascertain the real- ity on the ground, and to provide a research basis
for studying the issue of urban vitality through street design, a post-occupancy research project
into the Donnybrook Quarter has been started at the University of Westminster … 
",  Cited by 1 Related articles All 3 versions  View as HTML ,1
1532,2012,237,New Perspectives in Critical Urban Studies: An Introduction,"M Gottdiener - Critical Sociology, 2012 - journals.sagepub.com","Skip to main content … 
",  Cited by 1 Related articles  ,1
1534,2012,237,[PDF][PDF] Feasibility study of GIS and AHP techniques in site selection for pedestranization towards urban regeneration,"M Behzadfar, K Habibi, B Shahmoradi - Armanshahr Architect & …, 2012 - academia.edu","… 13. Volume of pelestrian -| Improving filtration crossing 14. Urban Vitality and social
dynamics 1ірніяtiпg парк * * - * Iata iransformation to U""I'M ---- Applying method
of composition —*| 2 опе Compositing of images 亨 … 
",  Cited by 1 Related articles All 4 versions  ,1
